dataset,step_filter,rep_metric,gen_metric,n,pearson_r,pearson_p,spearman_r,spearman_p,partial_spearman_r_ctrl_step,partial_spearman_p_ctrl_step
AFDB,0,cath_T_top1,_res_AFDB_FID,32,-0.3340787159141016,0.06165865378298133,-0.6809641674645217,1.7908405273280954e-05,-0.737609036111482,1.4611660516916522e-06
AFDB,0,cath_T_top1,_res_designability_rate,32,0.6682980305382148,2.9147788158586197e-05,0.39750642399005015,0.024264485356166026,0.25685317007481384,0.15586692747474534
AFDB,0,if_top1_acc,_res_PDB_FID,32,0.32580870694593783,0.0687986255801769,0.4039589442815249,0.021852506843125556,0.5365291207692809,0.0015476065277904556
AFDB,0,if_top1_acc,_res_AFDB_FID,32,0.2970706409230629,0.0987097852917726,0.4197214076246334,0.016781528544509247,0.5520783203436692,0.0010532575240432957
AFDB,0,if_top1_acc,_res_designability_rate,32,0.5034651933620168,0.0033094373506435694,0.3839032137099091,0.030069574272790427,0.2619026617415834,0.14761262730887081
AFDB,0,dih_mae_total_deg,_res_PDB_FID,32,-0.5055178031749432,0.00316376300767026,-0.4296187683284457,0.014129824644733863,-0.5340167581078735,0.0016440730631091492
AFDB,0,dih_mae_total_deg,_res_AFDB_FID,32,-0.5062940826569449,0.00311013294690656,-0.45014662756598234,0.009733439565250416,-0.554538591226452,0.000989338876059097
AFDB,0,dih_mae_total_deg,_res_designability_rate,32,-0.4266056212645909,0.01489710501177809,-0.23631864492458107,0.19285873057917208,-0.10899402504878794,0.5526416922208199
AFDB,200000,cath_C_top1,_res_PDB_FID,27,-0.5527176474148413,0.002791356606152553,-0.6689066611537644,0.00013643983883945664,-0.7092479031788645,3.445084610688026e-05
AFDB,200000,cath_C_top1,_res_AFDB_FID,27,-0.5640323448084144,0.0021822201130165535,-0.6786806397642302,9.966321011596943e-05,-0.7047528918235463,4.060676022834148e-05
AFDB,200000,cath_C_top1,_res_designability_rate,27,0.17856806127271335,0.37284641711241284,0.15064935240775187,0.45322306751687447,0.10981040703524307,0.5855847297388433
AFDB,200000,cath_A_top1,_res_PDB_FID,27,-0.4377459569641346,0.022396359518780336,-0.6646313617352273,0.00015597830622731562,-0.7358869149471255,1.2174742312498034e-05
AFDB,200000,cath_A_top1,_res_AFDB_FID,27,-0.4631357284078277,0.014981494071256986,-0.6768432379269632,0.00010581850259241291,-0.7285903168622871,1.6380940761229886e-05
AFDB,200000,cath_A_top1,_res_designability_rate,27,0.2601263812149214,0.19006336043002925,0.27397679958500176,0.16669854100354314,0.23045632006575928,0.2474881109982773
AFDB,200000,cath_T_top1,_res_PDB_FID,27,-0.42538391935843445,0.02696316696147706,-0.6939398645953935,5.958860178758521e-05,-0.7716521879927887,2.4436648107320576e-06
AFDB,200000,cath_T_top1,_res_AFDB_FID,27,-0.44033216242231366,0.021525786915570427,-0.7024881779296086,4.406381027705151e-05,-0.7597645229539237,4.295117229249222e-06
AFDB,200000,cath_T_top1,_res_designability_rate,27,0.3072677347285732,0.11898434525594544,0.3139890189223878,0.11071872326904993,0.27361536099510225,0.16728121488502412
AFDB,200000,if_top1_acc,_res_PDB_FID,27,0.41632041654887425,0.030768576095342837,0.5006105006105006,0.007824952127619373,0.5334134717032759,0.004167516434837389
AFDB,200000,if_top1_acc,_res_AFDB_FID,27,0.34015804111894765,0.08255054655347507,0.4768009768009768,0.011918175677149537,0.5295557976195938,0.004502540563025324
AFDB,200000,if_top1_acc,_res_designability_rate,27,0.2615850384875747,0.1875014724995053,0.20949765520715707,0.2942857566451572,0.15421836412229253,0.44246599656024077
AFDB,200000,dih_mae_total_deg,_res_PDB_FID,27,-0.7057376682892961,3.918026769718902e-05,-0.5573870573870574,0.002524326653454772,-0.5625390138707389,0.0022554094397836543
AFDB,200000,dih_mae_total_deg,_res_AFDB_FID,27,-0.6546437428809718,0.00021152085706615406,-0.5439560439560439,0.0033580391482735767,-0.5594922878532131,0.002411292096751279
AFDB,200000,dih_mae_total_deg,_res_designability_rate,27,0.016406336171553796,0.9352660776752267,0.006413193526749706,0.9746735596039957,0.046323144740762816,0.8185306045688708
